id,quality,name,evaluationLV,limitLVMin,limitLVMax,menpai,desc,bgDesc,jiangxin,enhanceAble,jiangxinAble,tejiAble,durable,wgMin,wgMax,ngMin,ngMax,wf,nf,dingliATK,dingliDEF,ld,qj,gg,dc,sf,rj,gongli,zhanliOffset,dingli,qx,mz,gd,hx,hs,chaizhao,yushang,poshang,liaoshang,repairCost,icon,xxx3d_str,catDesc,taozhuangId,equipType,equipPos
6804013,4,喋血·寂夜劫火袍,125,90,0,8,本装备为PVE装<br>不需精工、琢磨，不可继承,寂历兹夜永，扣我修罗门。断刃重铸日，劫火漫红尘。,0,0,0,0,2200,66,66,33,41,568,377,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,32,74,0,8800,ICON_64_equip_coat_M_M_SD_0009_02,Armor_SD_M_Tunic_0009a,门派PVE套装T6,70803,1,ShangYi
6004117,4,雪鸦通明袍,117,90,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,2000,0,0,25,31,485,329,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,4,0,27,62,0,2500,icon_64_equip_coat_M_cSJ_Tunic_0028,Armor_DL_M_Tunic_0024,话本散件,0,1,ShangYi
6004118,4,清音厉魄袍,122,90,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,2000,0,0,30,36,540,357,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,4,0,30,69,0,2500,ICON_64_equip_coat_M_M_boss_0001p,Armor_Boss_M_Tunic_0001,话本散件,0,1,ShangYi
6904001,0,白露为霜袍,1,1,0,9,,花国有芳主，临霜烧青谱。莫与秋风争，来年暗香渡。,0,0,0,0,1000,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,ICON_64_equip_coat_M_M_YH_0005,Armor_YH_M_Tunic_0005,新手装,0,1,ShangYi
6904002,1,猗兰其香袍,8,7,0,9,,雪霜贸其质，猗猗扬其香。不采而佩之，于兰亦何伤。,0,0,0,0,1200,0,0,0,0,27,19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,10,ICON_64_equip_coat_M_M_YH_0002,Armor_YH_M_Tunic_0002,任务装PVE,0,1,ShangYi
6904003,4,青云出岫袍,97,65,0,9,本装备为PVP装,凡尘多缭绕，寸心一点愁。沧海人独立，千载两悠悠。,6,1,1,1,2000,0,0,0,0,279,203,0,0,0,0,50,0,26,0,36,0,0,0,0,0,0,0,18,0,0,0,2880,ICON_64_equip_coat_M_M_YH_0004,Armor_YH_M_Tunic_0004,稀有装,69001,2,ShangYi
6904004,4,风荷池雨袍,105,81,0,9,本装备为PVP装,小风拂软袖，微雨聚青萍。君子意如何？芙蓉自娉婷。\n,9,1,1,1,2000,0,0,0,0,319,212,0,0,0,0,58,0,31,1,40,0,0,0,0,0,0,0,20,0,0,0,4800,ICON_64_equip_coat_M_M_YH_0003,Armor_YH_M_Tunic_0003,稀有装,69002,2,ShangYi
6904005,4,月出皎兮袍,110,85,0,9,本装备为PVP装,今夕复何夕，月照人未离。离人归来时，明月照雪衣。,9,1,1,1,2000,0,0,0,0,336,224,0,0,0,0,68,0,36,1.5,44,0,0,0,0,0,0,0,22,0,0,0,6000,ICON_64_equip_coat_M_M_YH_0006,Armor_YH_M_Tunic_0006,稀有装,69003,2,ShangYi
6904006,4,武道·苍山远黛袍,115,90,0,9,本装备为PVP装,遥遥远峰眉，隐隐明水妆。江山似美人，天地画苍茫。,9,1,1,1,2000,0,0,0,0,355,236,0,0,0,0,80,0,42,2,46,0,0,0,0,0,0,0,23,0,0,0,6000,ICON_64_equip_coat_M_M_YH_0008,Armor_YH_M_Tunic_0008,稀有装,69004,2,ShangYi
6904007,0,白露为霜袍,1,1,0,9,,花国有芳主，临霜烧青谱。莫与秋风争，来年暗香渡。,0,0,0,0,1000,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,ICON_64_equip_coat_M_M_YH_0005,Armor_YH_M_Tunic_0005,商店售卖,0,1,ShangYi
6904008,1,猗兰其香袍,8,7,0,9,,雪霜贸其质，猗猗扬其香。不采而佩之，于兰亦何伤。,0,0,0,0,1200,0,0,0,0,27,19,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,ICON_64_equip_coat_M_M_YH_0002,Armor_YH_M_Tunic_0002,商店售卖,0,1,ShangYi
6904102,3,猗兰其香袍·珑,93,81,0,9,本装备为PVP装,雪霜贸其质，猗猗扬其香。不采而佩之，于兰亦何伤。,9,1,1,1,1800,0,0,0,0,266,194,0,0,0,0,47,0,25,0,32,0,0,0,0,0,0,0,16,0,0,0,960,ICON_64_equip_coat_M_M_YH_0002,Armor_YH_M_Tunic_0002,珑铸装备,0,2,ShangYi
6904009,4,喋血·苍山远黛袍,115,90,0,9,本装备为PVE装<br>不需精工、琢磨，不可继承,遥遥远峰眉，隐隐明水妆。江山似美人，天地画苍茫。,0,0,0,0,2000,26,26,42,47,470,317,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,25,59,0,8000,ICON_64_equip_coat_M_M_YH_0001,Armor_YH_M_Tunic_0001,门派PVE套装T4,70901,1,ShangYi
6904010,4,武道·琨玉秋霜袍,120,90,0,9,本装备为PVP装,铜为战国鼎，玉是汉唐魂。君子知劲节，风雅万古存。,10,1,1,1,2200,0,0,0,0,375,250,0,0,0,0,92,0,49,2.5,48,0,0,0,0,0,0,0,24,0,0,0,6600,ICON_64_equip_coat_M_M_YH_0010,Armor_YH_M_Tunic_0010,稀有装,69005,2,ShangYi
6904011,4,武道·沧海潮生袍,125,90,0,9,本装备为PVP装,碣石容易碎，人心百年长。遥看星月夜，孤灯浮沧浪。,10,1,1,1,2200,0,0,0,0,394,263,0,0,0,0,103,0,55,3,50,0,0,0,0,0,0,0,25,0,0,0,7040,ICON_64_equip_coat_M_M_YH_0009,Armor_YH_M_Tunic_0009,稀有装,69006,2,ShangYi
6904012,4,喋血·琨玉秋霜袍,120,90,0,9,本装备为PVE装<br>不需精工、琢磨，不可继承,铜为战国鼎，玉是汉唐魂。君子知劲节，风雅万古存。,0,0,0,0,2200,29,29,51,58,516,347,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,29,65,0,8800,ICON_64_equip_coat_M_M_YH_0010_02,Armor_YH_M_Tunic_0010_02,门派PVE套装T5,70902,1,ShangYi
6904013,4,喋血·沧海潮生袍,125,90,0,9,本装备为PVE装<br>不需精工、琢磨，不可继承,碣石容易碎，人心百年长。遥看星月夜，孤灯浮沧浪。,0,0,0,0,2200,33,33,59,67,568,377,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,32,74,0,8800,ICON_64_equip_coat_M_M_YH_0009_02,Armor_YH_M_Tunic_0009_02,门派PVE套装T6,70903,1,ShangYi
6104090,4,武道·独踏青云袍,130,90,0,1,本装备为PVP装,君自红尘来，待向何处去。白冠映霜雪，临风踏青云。,10,1,1,1,2200,0,0,0,0,397,289,0,0,0,0,101,0,60,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_TB_0018,Armor_TB_M_Tunic_0010,稀有装,61007,2,ShangYi
6204090,4,武道·寰宇争辉袍,130,90,0,2,本装备为PVP装,长枪指寰宇，神兵断九天。无惧风云变，恒定卫国心。,10,1,1,1,2200,0,0,0,0,421,265,0,0,0,0,116,0,62,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_SW_0022,Armor_SW_M_Tunic_0010,稀有装,62007,2,ShangYi
6304090,4,武道·醉醒千峰袍,130,90,0,3,本装备为PVP装,衔杯不问事，斗酒醉言欢。醒时千峰过，恩怨一壶清。,10,1,1,1,2200,0,0,0,0,406,281,0,0,0,0,100,0,78,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_GB_0023,Armor_GB_M_Tunic_0010,稀有装,63007,2,ShangYi
6404090,4,武道·阆苑金缕袍,130,90,0,4,本装备为PVP装,琅阁天星起，浮光玉林间。闲谈风月事，惜着金缕衣。,10,1,1,1,2200,0,0,0,0,397,289,0,0,30,0,78,0,70,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_TM_0019,Armor_TM_M_Tunic_0010,稀有装,64007,2,ShangYi
6504090,4,武道·鸾山归鹤袍,130,90,0,0,本装备为PVP装,鸾山云深处，五色玉为基。长空见归鹤，一叱上丹霄。,10,1,1,1,2200,0,0,0,0,349,338,0,0,0,70,0,78,30,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_ZW_0013,Armor_ZW_M_Tunic_0010,稀有装,65007,2,ShangYi
6604090,4,武道·灵息蝶梦袍,130,90,0,7,本装备为PVP装,灵息知远客，蝶影戏双人。杳杳晦梦里，小楼堪月明。,10,1,1,1,2200,0,0,0,0,349,338,0,0,0,0,78,0,100,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_F_F_TX_0023,,稀有装,66007,2,ShangYi
6704090,4,武道·寂翊夺魂袍,130,90,0,5,本装备为PVP装,寂夜长风起，魂兮复归来。阴阳相隔远，空身追梦寒。,10,1,1,1,2200,0,0,0,0,406,281,0,0,0,0,70,0,108,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_WD_0020,Armor_WD_M_Tunic_0010,稀有装,67007,2,ShangYi
6804090,4,武道·业焰罗刹袍,130,90,0,8,本装备为PVP装,炼狱逼罗刹，业火淬红莲。血刃惊乱世，杀伐定乾坤。,10,1,1,1,2200,0,0,0,0,397,289,0,0,0,0,108,0,70,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_SD_0010,Armor_SD_M_Tunic_0010,稀有装,68007,2,ShangYi
6104091,4,喋血·独踏青云袍,130,90,0,1,本装备为PVE装<br>不需精工、琢磨，不可继承,君自红尘来，待向何处去。白冠映霜雪，临风踏青云。,0,0,0,0,2200,74,74,39,48,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_TB_0018_02,Armor_TB_M_Tunic_0010_02,门派PVE套装T7,70104,1,ShangYi
6204091,4,喋血·寰宇争辉袍,130,90,0,2,本装备为PVE装<br>不需精工、琢磨，不可继承,长枪指寰宇，神兵断九天。无惧风云变，恒定卫国心。,0,0,0,0,2200,26,34,20,24,710,497,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,2.4,0,35,84,0,8800,ICON_64_equip_coat_M_M_SW_0022_02,Armor_SW_M_Tunic_0010_02,门派PVE套装T7,70204,1,ShangYi
6304091,4,喋血·醉醒千峰袍,130,90,0,3,本装备为PVE装<br>不需精工、琢磨，不可继承,衔杯不问事，斗酒醉言欢。醒时千峰过，恩怨一壶清。,0,0,0,0,2200,74,74,39,48,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_GB_0023_02,Armor_GB_M_Tunic_0010_02,门派PVE套装T7,70304,1,ShangYi
6404091,4,喋血·阆苑金缕袍,130,90,0,4,本装备为PVE装<br>不需精工、琢磨，不可继承,琅阁天星起，浮光玉林间。闲谈风月事，惜着金缕衣。,0,0,0,0,2200,74,74,39,48,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_TM_0019_02,Armor_TM_M_Tunic_0010_02,门派PVE套装T7,70404,1,ShangYi
6504091,4,喋血·鸾山归鹤袍,130,90,0,0,本装备为PVE装<br>不需精工、琢磨，不可继承,鸾山云深处，五色玉为基。长空见归鹤，一叱上丹霄。,0,0,0,0,2200,37,37,68,77,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_ZW_0013_02,Armor_ZW_M_Tunic_0010_02,门派PVE套装T7,70504,1,ShangYi
6604091,4,喋血·灵息蝶梦袍,130,90,0,7,本装备为PVE装<br>不需精工、琢磨，不可继承,灵息知远客，蝶影戏双人。杳杳晦梦里，小楼堪月明。,0,0,0,0,2200,0,0,81,92,625,410,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,35,84,130,8800,ICON_64_equip_coat_F_F_TX_0023_02,,门派PVE套装T7,70604,1,ShangYi
6704091,4,喋血·寂翊夺魂袍,130,90,0,5,本装备为PVE装<br>不需精工、琢磨，不可继承,寂夜长风起，魂兮复归来。阴阳相隔远，空身追梦寒。,0,0,0,0,2200,37,37,68,77,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_WD_0020_02,Armor_WD_M_Tunic_0010_02,门派PVE套装T7,70704,1,ShangYi
6804091,4,喋血·业焰罗刹袍,130,90,0,8,本装备为PVE装<br>不需精工、琢磨，不可继承,炼狱逼罗刹，业火淬红莲。血刃惊乱世，杀伐定乾坤。,0,0,0,0,2200,74,74,39,48,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_SD_0010_02,Armor_SD_M_Tunic_0010_02,门派PVE套装T7,70804,1,ShangYi
6904090,4,武道·明玉冰心袍,130,90,0,9,本装备为PVP装,冰心不需问，岁月应有期。扁舟引长风，临风吹玉笛。,10,1,1,1,2200,0,0,0,0,415,277,0,0,0,0,115,0,62,3.5500000000000003,52,0,0,0,0,0,0,0,26,0,0,0,7040,ICON_64_equip_coat_M_M_YH_0007,Armor_YH_M_Tunic_0007,稀有装,69007,2,ShangYi
6904091,4,喋血·明玉冰心袍,130,90,0,9,本装备为PVE装<br>不需精工、琢磨，不可继承,冰心不需问，岁月应有期。扁舟引长风，临风吹玉笛。,0,0,0,0,2200,37,37,68,77,625,410,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,35,84,0,8800,ICON_64_equip_coat_M_M_YH_0007_02,Armor_YH_M_Tunic_0007_02,门派PVE套装T7,70904,1,ShangYi
6004119,4,闲置散件,127,90,0,-1,本装备为PVE装<br>不需精工、琢磨，不可继承,,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,2500,ICON_64_equip_coat_M_M_boss_0001p,Armor_Boss_M_Tunic_0001,话本散件,0,1,ShangYi
6104094,4,武道·踏雪留痕袍,135,90,0,1,本装备为PVP装,三春见玉龙，我自奉为友。\n行云无影色，弦月上梢头。,10,1,1,1,2200,0,0,0,0,418,304,0,0,0,0,118,0,65,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_TB_0019,Armor_TB_M_Tunic_0011,稀有装,61008,2,ShangYi
6204094,4,武道·鏖战神州袍,135,90,0,2,本装备为PVP装,霜重角声起，边城鼓战歌。\n烽火连天阔，铁马破冰河。,10,1,1,1,2200,0,0,0,0,443,279,0,0,0,0,130,0,69,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_SW_0023_02,Armor_SW_M_Tunic_0011_02,稀有装,62008,2,ShangYi
6304094,4,武道·酌酒放歌袍,135,90,0,3,本装备为PVP装,平旦披衣起，入暮酒意浓。\n长歌当一曲，唱罢手空空。,10,1,1,1,2200,0,0,0,0,436,287,0,0,0,0,112,0,87,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_GB_0024,Armor_GB_M_Tunic_0011,稀有装,63008,2,ShangYi
6404094,4,武道·九囿七星袍,135,90,0,4,本装备为PVP装,天地当为炉，造化琢万物。\n星坠万涛起，寒光惊世人。,10,1,1,1,2200,0,0,0,0,418,304,0,0,33,0,87,0,78,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_TM_0020,Armor_TM_M_Tunic_0011,稀有装,64008,2,ShangYi
6504094,4,武道·六合唯我袍,135,90,0,0,本装备为PVP装,道生一二三，天地界清浊。\n广擅天下事，谁人不知我。,10,1,1,1,2200,0,0,0,0,367,356,0,0,0,78,0,87,33,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_ZW_0018,Armor_ZW_M_Tunic_0011,稀有装,65008,2,ShangYi
6604094,4,武道·九嶷琼芳袍,135,90,0,7,本装备为PVP装,宫城溶溶月，玉楼淡淡风。\n纷蕊酿琼浆，国色震群芳。,10,1,1,1,2200,0,0,0,0,367,356,0,0,0,0,87,0,112,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_F_F_TX_0024,,稀有装,66008,2,ShangYi
6704094,4,武道·夙夜晗光袍,135,90,0,5,本装备为PVP装,夜沉沉将尽。刃凛凛晗光。\n最有形戮意，亦无情杀心。,10,1,1,1,2200,0,0,0,0,436,287,0,0,0,0,78,0,121,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_WD_0021,Armor_WD_M_Tunic_0011,稀有装,67008,2,ShangYi
6804094,4,武道·烈炎罗睺袍,135,90,0,8,本装备为PVP装,人魂归炼狱，灼炎赐永生。\n神鬼有何惧，蚀日裂苍穹。,10,1,1,1,2200,0,0,0,0,418,304,0,0,0,0,121,0,78,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_SD_0011,Armor_SD_M_Tunic_0011,稀有装,68008,2,ShangYi
6904094,4,武道·芷兰玉水袍,135,90,0,9,本装备为PVP装,翠鸟青庭晚，雪羽过千洲。\n撷芷兮渡岸，搴兰兮水中。,10,1,1,1,2200,0,0,0,0,437,292,0,0,0,0,128,0,69,4.13,54,0,0,0,0,0,0,0,27,0,0,0,7040,ICON_64_equip_coat_M_M_YH_0011,Armor_YH_M_Tunic_0011,稀有装,69008,2,ShangYi
6104095,4,喋血·踏雪留痕袍,135,90,0,1,本装备为PVE装<br>不需精工、琢磨，不可继承,三春见玉龙，我自奉为友。\n行云无影色，弦月上梢头。,0,0,0,0,2200,82,82,45,55,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_TB_0019_02,Armor_TB_M_Tunic_0011_02,门派PVE套装T8,70105,1,ShangYi
6204095,4,喋血·鏖战神州袍,135,90,0,2,本装备为PVE装<br>不需精工、琢磨，不可继承,霜重角声起，边城鼓战歌。\n烽火连天阔，铁马破冰河。,0,0,0,0,2200,33,42,23,27,779,542,0,0,0,0,0,0,0,0,0,758,0,0,0,0,0,2.6,0,38,95,0,8800,ICON_64_equip_coat_M_M_SW_0023,Armor_SW_M_Tunic_0011,门派PVE套装T8,70205,1,ShangYi
6304095,4,喋血·酌酒放歌袍,135,90,0,3,本装备为PVE装<br>不需精工、琢磨，不可继承,平旦披衣起，入暮酒意浓。\n长歌当一曲，唱罢手空空。,0,0,0,0,2200,82,82,45,55,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_GB_0024_02,Armor_GB_M_Tunic_0011_02,门派PVE套装T8,70305,1,ShangYi
6404095,4,喋血·九囿七星袍,135,90,0,4,本装备为PVE装<br>不需精工、琢磨，不可继承,天地当为炉，造化琢万物。\n星坠万涛起，寒光惊世人。,0,0,0,0,2200,82,82,45,55,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_TM_0020_02,Armor_TM_M_Tunic_0011_02,门派PVE套装T8,70405,1,ShangYi
6504095,4,喋血·六合唯我袍,135,90,0,0,本装备为PVE装<br>不需精工、琢磨，不可继承,道生一二三，天地界清浊。\n广擅天下事，谁人不知我。,0,0,0,0,2200,41,41,76,88,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_ZW_0018_02,Armor_ZW_M_Tunic_0011_02,门派PVE套装T8,70505,1,ShangYi
6604095,4,喋血·九嶷琼芳袍,135,90,0,7,本装备为PVE装<br>不需精工、琢磨，不可继承,宫城溶溶月，玉楼淡淡风。\n纷蕊酿琼浆，国色震群芳。,0,0,0,0,2200,0,0,90,104,685,445,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,38,95,145,8800,ICON_64_equip_coat_F_F_TX_0024_02,,门派PVE套装T8,70605,1,ShangYi
6704095,4,喋血·夙夜晗光袍,135,90,0,5,本装备为PVE装<br>不需精工、琢磨，不可继承,夜沉沉将尽。刃凛凛晗光。\n最有形戮意，亦无情杀心。,0,0,0,0,2200,41,41,76,88,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_WD_0021_02,Armor_WD_M_Tunic_0011_02,门派PVE套装T8,70705,1,ShangYi
6804095,4,喋血·烈炎罗睺袍,135,90,0,8,本装备为PVE装<br>不需精工、琢磨，不可继承,人魂归炼狱，灼炎赐永生。\n神鬼有何惧，蚀日裂苍穹。,0,0,0,0,2200,82,82,45,55,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_SD_0011_02,Armor_SD_M_Tunic_0011_02,门派PVE套装T8,70805,1,ShangYi
6904095,4,喋血·芷兰玉水袍,135,90,0,9,本装备为PVE装<br>不需精工、琢磨，不可继承,翠鸟青庭晚，雪羽过千洲。\n撷芷兮渡岸，搴兰兮水中。,0,0,0,0,2200,41,41,76,88,685,445,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,38,95,0,8800,ICON_64_equip_coat_M_M_YH_0011_02,Armor_YH_M_Tunic_0011_02,门派PVE套装T8,70905,1,ShangYi
6015001,1,月影·秀骨,40,31,0,-1,本装备为PVP装,,2,1,1,1,1200,0,0,0,0,65,52,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,72,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015002,1,月影·绮年,50,41,0,-1,本装备为PVP装,,2,1,1,1,1200,0,0,0,0,80,64,0,0,0,0,11,0,15,0,4,0,0,0,0,0,0,0,2,0,0,0,108,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015003,1,月影·艳心,60,51,0,-1,本装备为PVP装,,4,1,1,1,1200,0,0,0,0,101,81,0,0,0,0,13,0,19,0,8,0,0,0,0,0,0,0,4,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015004,1,月影·明魄,70,61,0,-1,本装备为PVP装,,6,1,1,1,1200,0,0,0,0,123,98,0,0,0,0,16,0,23,0,12,0,0,0,0,0,0,0,6,0,0,0,192,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015005,1,月影·孤川,80,70,0,-1,本装备为PVP装,,8,1,1,1,1200,0,0,0,0,144,115,0,0,0,0,19,0,27,0,22,0,0,0,0,0,0,0,11,0,0,0,240,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015006,1,月影·无邪,90,70,0,-1,本装备为PVP装,,9,1,1,1,1200,0,0,0,0,166,132,0,0,0,0,22,0,31,0,30,0,0,0,0,0,0,0,15,0,0,0,300,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015007,2,环姿·秀骨,45,31,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,72,58,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,144,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015008,2,环姿·绮年,55,41,0,-1,本装备为PVP装,,2,1,1,1,1500,0,0,0,0,91,72,0,0,0,0,12,0,17,0,6,0,0,0,0,0,0,0,3,0,0,0,216,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015009,2,环姿·艳心,65,51,0,-1,本装备为PVP装,,4,1,1,1,1500,0,0,0,0,112,90,0,0,0,0,15,0,21,0,10,0,0,0,0,0,0,0,5,0,0,0,288,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015010,2,环姿·明魄,75,61,0,-1,本装备为PVP装,,6,1,1,1,1500,0,0,0,0,133,107,0,0,0,0,18,0,25,0,16,0,0,0,0,0,0,0,8,0,0,0,384,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015011,2,环姿·孤川,85,70,0,-1,本装备为PVP装,,8,1,1,1,1500,0,0,0,0,155,124,0,0,0,0,20,0,29,0,26,0,0,0,0,0,0,0,13,0,0,0,480,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015012,2,环姿·无邪,95,70,0,-1,本装备为PVP装,,9,1,1,1,1500,0,0,0,0,175,140,0,0,0,0,23,0,33,0,34,0,0,0,0,0,0,0,17,0,0,0,600,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015013,3,束玉·绮年,63,41,0,-1,本装备为PVP装,,2,1,1,1,1800,0,0,0,0,108,86,0,0,0,0,14,0,20,0,8,0,0,0,0,0,0,0,4,0,0,0,432,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015014,3,束玉·艳心,73,51,0,-1,本装备为PVP装,,4,1,1,1,1800,0,0,0,0,129,103,0,0,0,0,17,0,24,0,14,0,0,0,0,0,0,0,7,0,0,0,576,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015015,3,束玉·明魄,83,61,0,-1,本装备为PVP装,,6,1,1,1,1800,0,0,0,0,151,120,0,0,0,0,20,0,28,0,24,0,0,0,0,0,0,0,12,0,0,0,768,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015016,3,束玉·孤川,93,70,0,-1,本装备为PVP装,,8,1,1,1,1800,0,0,0,0,171,137,0,0,0,0,23,0,32,0,32,0,0,0,0,0,0,0,16,0,0,0,960,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015017,3,束玉·无邪,103,70,0,-1,本装备为PVP装,,9,1,1,1,1800,0,0,0,0,192,153,0,0,0,0,25,0,36,0,38,0,0,0,0,0,0,0,19,0,0,0,1200,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,制造装,0,2,NeiChen
6015018,4,静庭明雪,97,65,0,-1,本装备为PVP装,,6,1,1,1,2000,0,0,0,0,185,148,0,0,0,0,24,0,33,0,36,0,0,0,0,0,0,0,18,0,0,0,3840,icon_64_equip_undies_M_M_NeiYi_0003,NPCAVATAR_NeiYi_M_0005,稀有装,0,2,NeiChen
